sessionid,day,time,duration,room,track,type,kids category,title,description,participants
179,Fri,5:30 PM,1hr 15min,Bulfinch,Music,Song Circle,Welcome,SCA Bardic Circle,"Come sing (or just listen, but we hope you'll sing) songs such as those sung at bardic circles of The Society for Creative Anachronism: Songs *from* the middle ages, songs *about* the middle ages, songs about the ""current middle ages"", and other songs that don't really fit any of the above but are still sung by SCAdians.  (themed participatory song circle)"," Dan ""Grim"" Marsh (m), Lee C. Hillman (Gwendolyn Grace)"
181,Sun,2:30 PM,1hr 15min,Alcott,Music,Sing-Along,Welcome,Sing-along: Hamilton Songs,"Come sing along on some of your favorite songs from the musical!  For added fun, attend dressed as your favorite Hamilton character, or in general dress of the period.  Note that there will be no assigning or claiming of parts -- everyone will be free to sing along on everything!  Songs will be led by panelists, who may also play accompaniment to support the singing. (participatory sing-along with words provided, via either projection or paper handout)"," Tori Queeno, melissa macintyre, Jude Shabry, Lee C. Hillman (Gwendolyn Grace) (m), David Olsen"
183,Sun,7:00 PM,1hr 15min,Bulfinch,Music,Sing-Along,Welcome,Sing-along: Dr. Demento & Friends,"Come sing (or just listen, but we hope you'll sing) the sort of weird songs that Dr. Demento used to play from under the smogberry trees; classics such as ""Dead Puppies"", ""They're Coming to Take Me Away"", and ""The Existential Blues"".  We can’t promise that Dr. Demento will be in attendance, but please invite him if you know him. (participatory sing-along with words provided, via either projection or paper handout)"," Mercy Van Vlack, Dan ""Grim"" Marsh, E. J. Barnes (m)"
184,Sat,2:30 PM,1hr 15min,Alcott,Music,Sing-Along,Welcome,Sing-along: Instrument-Friendly Classic Songs,"Bring your instruments!  Bring your voices!  We'll do a bunch of well-known songs -- pop, filk, who-knows-what.  (participatory sing-along with words, chords, and maybe score provided, via either projection or paper handout)"," Susan Weiner (m), Nat Budin"
187,Sun,4:00 PM,1hr 15min,Alcott,Music,Sing-Along,Welcome,Sing-along: Songs of Tom Lehrer,"Come sing (or just listen, but we hope you'll sing) songs celebrating the musical genius of Tom Lehrer.  (participatory sing-along with words provided, via either projection or paper handout)"," A Joseph Ross, E. J. Barnes (m), Ellen Kranzer, Mercy Van Vlack, Nat Budin"
191,Fri,8:30 PM,1hr 15min,Bulfinch,Music,Sing-Along,Welcome,Sing-along: CircleSinging,"CircleSinging is a form of facilitated vocal improv, inspired by the work of Bobby McFerrin,  which could be described as ""a drum circle for singers"" or ""improvised choral music."" During the course of the ever-changing chant, the leader develops and gives parts to a circle of singers, which in turn supports individual solos. Both participating in and witnessing the creation of the music that emerges is an exhilarating and joyful experience. Fun for all, and no prior experience required."," Ben Silver (m), Benjamin Newman"
194,Sun,10:00 AM,1hr 15min,Bulfinch,Music,Song Circle,Welcome,Songs of Protest and Resistance,"Come sing (or just listen, but we hope you'll sing) songs about resisting oppression in any of its myriad forms.  From oppressive overlords to ordinary ohms, resistance is not always futile.  Remember that, while protest and resistance may not always be peaceful, songs which promote/encourage/glorify violence are not appropriate at Arisia.  Instead, let's sing songs that speak to hope for a brighter future, and building a more peaceful world.  (themed participatory song circle)"," Mercy Van Vlack, Elizabeth Birdsall, Angela Kessler (m)"
195,Fri,7:00 PM,1hr 15min,Bulfinch,Music,Sing-Along,Welcome,Sing-along: Yiddish Songs,"There is a rich tradition of song from Jewish communities in Russia and Eastern Europe. Come sing along with some of these. Songs of work and play will be featured; no liturgical songs will be included.  Leaders may play accompaniment to support the singing.  (participatory sing-along with words provided, via either projection or paper handout)"," Sonya Taaffe (m), Danny Miller, Marnen Laibow-Koser"
198,Mon,11:30 AM,1hr 15min,Bulfinch,Music,Sing-Along,Welcome,Sing-along: Schoolhouse Rock,"Are you just a bill?  Do you know that interjections show excitement and emotion? Do you believe that three is a magic number?  If you're a person, place, or thing, then this sing-along is for you!  Come and sing your favorites.  Songs will be led by panelists, who may also play accompaniment to support the singing. (participatory sing-along with words provided, via either projection or paper handout)"," Bhadrika Love, Jude Shabry, Lee C. Hillman (Gwendolyn Grace) (m)"
199,Fri,10:00 PM,1hr 15min,Alcott,Music,Sing-Along,Welcome,Sing-along: Gilbert and Sullivan Songs,"Do you have a song to sing, O? Steal up with cat-like tread and join us in singing songs from The Pirates of Penzance, HMS Pinafore, Patience, and more!  Note that there will be no assigning or claiming of parts -- everyone will be free to sing along on everything!  Songs will be led by panelists, who may also play accompaniment to support the singing. (participatory sing-along with words provided, via either projection or paper handout)"," Shoshana Traum, Rebecca Maxfield, Lee C. Hillman (Gwendolyn Grace) (m)"
200,Sat,8:30 PM,1hr 15min,Faneuil,Gaming,Panel,Welcome,Legacy Games,"Starting with Risk Legacy, and really entering the mainstream with Pandemic Legacy, we have seen the rise of games that change and evolve over time -- games where you add stickers, change rules and even tear up old cards as the months pass. This panel will explore the Legacy Game field, which games work well (and which ones don't), and discuss the characteristics of a great Legacy game."," Morgan Crooks, Walter H. Hunt, Cate Schneiderman (m)"
207,Sun,7:00 PM,1hr 15min,Alcott,Gaming,Panel,Welcome,Playing the Other,"In roleplaying games, both tabletop and LARP, you are usually playing someone other than yourself. When you adopt a culture or identity not your own, there is a danger of misappropriation, often unintentional, by misusing or abusing that identity. How can you roleplay a culture other than your own respectfully, and what are your responsibilities as a player? How can you identify when you or your character cross the line? When should you just choose not to go there?","Marzell Barker (m), Benjamin Chicka, Feklar42, Arthur Chu"
210,Sat,7:00 PM,1hr 15min,Faneuil,Gaming,Panel,Welcome,"Harassment, Missing Stairs and Safety in LARP","Communities are often prone to problems of harassment and coercion; LARPs are no exception. When these problems are swept under the rug, the ""missing stair"" situation often arises, where much of the community knows of a problem player, but tacitly allows them to keep preying on others by failing to take concerted action. This panel will explore these problems, and discuss some of the do's and don'ts of writing (and enforcing) codes of conduct and helping your players stay safe in your community."," Susan Weiner, H. M. White"
211,Fri,7:00 PM,1hr 15min,Lewis,Gaming,Panel,Welcome,The GM-less Game,"A major trend in indie tabletop RPGs is the GM-less game, in which all players collaborate to create the world and story. What is gained and lost by this approach? What happens when things stall? How can players ensure that everyone's voice gets heard? What are some ways to introduce this kind of game to players who are more accustomed to traditional GMed games?"," Rebecca Slitt (m), David Olsen, H. M. White, Naomi Hinchen, Jessica Waters"
213,Sun,4:00 PM,1hr 15min,Marina 3,Gaming,Panel,Welcome,The Year in Games,"We are living in an age of constant innovation in games--new board games and videogames coming across Kickstarter every day, new forms of RPG and LARP gathering popularity. There is too much for any one person to keep up with, but our panel of experienced gamers will talk about what's been most interesting over the past year--and look a bit into what might be coming."," Shaheen Rogers/Multiverse, Walter H. Hunt, Lisa Padol, Aaron Marks, Jonathan Woodward (m)"
214,Fri,11:30 PM,1hr 15min,Otis,Comics,Panel,Not Allowed,"Whips, chains, & capes: Superheroes & Kink (18+)","Everyone knows that superheroes routinely save the world while dressed in skin tight clothes that leave nothing to the imagination. They pummel the bad guys and posture for each other in ways that suggest there’s more to what they do than serving justice. Our panelists will discuss the connections between costumed heroes, kink and super sexiness! This panel is 18+, no kids allowed!"," Gillian Daniels, Max Impakt / Ask Kaylee Frye (m), Marzell Barker, James Mobius"
215,Sat,1:00 PM,1hr 15min,Marina 3,Comics,Panel,Welcome,"Wonder Woman: Past, Future and Beyond",2020 promises to be an exciting year for Wonder Woman as highly anticipated projects in both the comics and on screen make their debuts. Fans will see the untold history of the Amazons in DeConnick and Jimenez's 'Wonder Woman Historia'. While the sequel to her hit 2017 movie 'Wonder Woman 1984' sets Diana's adventures in the totally radical 80's. Our panelists will discuss all this and what lies beyond for the world's most beloved super-heroine.," Dale Meyer-Curley, Donna Martinez (m), Cassandra Lease, Mercy Van Vlack, James Hailer"
216,Sun,4:00 PM,1hr 15min,Faneuil,Comics,Panel,PG,Make it GAYER! Queering Up Comics," Recent years have brought minor progress to LGBTQIA representation in comics, but there's vast room for improvement. Straight creators often say they want the addition of Queer characters to be ""organic"", but real change will only happen with intent and effort. So how can comics be queered up? What can straight creators do to get the representation right? Our panelists will share their perspectives on what works, what doesn't and why Queer visibility matters."," Alison Wilgus (m), Jaime Garmendia, Renie Jesanis, A. Szabla, Kyri Lorenz"
217,Sat,4:00 PM,1hr 15min,Marina 3,Comics,Panel,Welcome,The George Perez Retrospective," Legendary comics creator George Perez has worked on every super hero comic ever. He's had stellar runs on The Avengers, Justice League America, Wonder Woman and perhaps most famously, The New Teen Titans. Perez's art inspired a generation of creators with his skills at depicting action, emotional expression and truly epic crowd scenes. This panel will celebrate his work and wish him well in his retirement, however long that may last!"," James Mobius, Shaheen Rogers/Multiverse, Kevin Eldridge (m), Donna Martinez"
218,Fri,7:00 PM,1hr 15min,Otis,Comics,Panel,PG-13,Vertigo: The Wake,"In 1993 DC Comics gathered together its popular horror and fantasy titles, The Sandman, Swamp Thing and Hellblazer, to create a unique line where other such books could flourish; Vertigo Comics. Founder Karen Berger, along with editor Shelly Bond and others, allowed creators such as Neil Gaiman, Grant Morrison, Brian K. Vaughn and others to pursue their visions to massive success. As the loss is being felt throughout the industry, our panelists will share their memories of the beloved imprint."," Alisa Kwitney, Donna Martinez, E. J. Barnes, Jaime Garmendia (m), Troy Minkowsky"
219,Sat,7:00 PM,1hr 15min,Otis,Writing,Panel,Welcome,"Dungeons, Dragons, and Writers: The Return ","Using the most recent edition of Dungeons & Dragons, a select group of writers will delve into a classic dungeon for the audience's delight and amusement. Panelists/Role-players will draw from a variety of backgrounds, genres, and familiarity with role-playing games. Come for the monster-slaying, stay for the table banter between writers who also game."," Brent Weichsel, Morgan Crooks (m), Genevieve Iseult Eldredge, Jessica Waters, Shaheen Rogers/Multiverse"
